Symbol,Description,Entrez ID,Chromosome,logFC,AveExpr,P,P (adj.)
TUBG2,tubulin gamma 2,27175,17,-0.2475,4.994,0.0147,0.1725
XPR1,xenotropic and polytropic retrovirus receptor 1,9213,1,0.2433,6.555,0.01317,0.1627
PCDHGB7,"protocadherin gamma subfamily B, 7",56099,5,-0.2921,3.77,0.01642,0.181
RBMS1,"RNA binding motif, single stranded interacting protein 1",5937,2,-0.1711,5.878,0.01384,0.1672
NOV,nephroblastoma overexpressed,4856,8,-0.4406,0.9806,0.0212,0.208
CAMSAP3,calmodulin regulated spectrin associated protein family member 3,57662,19,0.3826,3.786,0.01645,0.181
CDC42EP5,CDC42 effector protein 5,148170,19,-0.4899,-3.862,0.02233,0.2137
LOC392232,"transient receptor potential cation channel, subfamily A, member 1 pseudogene",392232,8,0.64,-4.613,0.02146,0.2094
KCTD15,potassium channel tetramerization domain containing 15,79047,19,-0.3805,1.629,0.02033,0.2034
MTX1,metaxin 1,4580,1,0.1781,3.115,0.01763,0.188
SERP1,stress-associated endoplasmic reticulum protein 1,27230,3,0.156,5.062,0.01471,0.1725
NA,NA,NA,NA,0.3286,-5.992,0.01788,0.1898
AMER2,APC membrane recruitment protein 2,219287,13,0.4915,-5.469,0.01938,0.1982
DSTYK,dual serine/threonine and tyrosine protein kinase,25778,1,-0.1348,4.229,0.01583,0.1774
ENAM,enamelin,10117,4,-0.6917,-4.057,0.02233,0.2137
CDK5RAP2,CDK5 regulatory subunit associated protein 2,55755,9,0.1562,7.366,0.01258,0.1587
CENPBD1,CENPB DNA-binding domain containing 1,92806,16,0.2223,0.511,0.02184,0.2114
XK,X-linked Kx blood group,7504,X,0.6025,1.239,0.02094,0.2066
BAZ1B,bromodomain adjacent to zinc finger domain 1B,9031,7,0.1369,7.968,0.01217,0.1563
NEMP1,nuclear envelope integral membrane protein 1,23306,12,0.1984,4.232,0.01586,0.1776
TEX38,testis expressed 38,374973,1,0.3569,-5.353,0.01985,0.2014
GIPC3,GIPC PDZ domain containing family member 3,126326,19,-0.2944,0.2143,0.02217,0.2129
ZSCAN18,zinc finger and SCAN domain containing 18,65982,19,-0.3449,2.267,0.01945,0.1986
GINS2,GINS complex subunit 2 (Psf2 homolog),51659,16,0.2841,2.036,0.01976,0.2009
ETNK2,ethanolamine kinase 2,55224,1,-0.3262,1.993,0.01992,0.2019
COG4,component of oligomeric golgi complex 4,25839,16,0.1584,7.081,0.01292,0.161
MXRA8,matrix-remodelling associated 8,54587,1,-0.4798,2.678,0.01861,0.1936
RIMBP3B,RIMS binding protein 3B,440804,22,-0.3577,-5.741,0.01883,0.1946
RNF145,ring finger protein 145,153830,5,-0.2586,5.542,0.01437,0.1706
INHBB,inhibin beta B,3625,2,-0.3966,-0.4767,0.02269,0.2157
MS4A2,membrane spanning 4-domains A2,2206,11,-0.5286,1.885,0.02024,0.2032
XCL1,X-C motif chemokine ligand 1,6375,1,0.6225,-0.2517,0.02257,0.215
KRT86,keratin 86,3892,12,0.6207,-0.5021,0.02271,0.2158
ACOT4,acyl-CoA thioesterase 4,122970,14,0.3392,1.315,0.0211,0.2075
HGD,"homogentisate 1,2-dioxygenase",3081,3,-0.6394,-0.3184,0.02268,0.2157
THEG,theg spermatid protein,51298,19,-0.5785,-5.074,0.02072,0.2056
SPRED2,"sprouty related, EVH1 domain containing 2",200734,2,-0.2206,4.481,0.01572,0.177
FAH,fumarylacetoacetate hydrolase (fumarylacetoacetase),2184,15,-0.2604,4.908,0.01521,0.1749
ARFIP1,ADP ribosylation factor interacting protein 1,27236,4,0.1613,4.619,0.01556,0.1762
TUBGCP6,tubulin gamma complex associated protein 6,85378,22,-0.1599,6.288,0.01376,0.1665
CLCF1,cardiotrophin-like cytokine factor 1,23529,11,-0.4027,-0.03499,0.02267,0.2157
NA,NA,NA,NA,-0.3102,1.829,0.02044,0.2038
PMEPA1,"prostate transmembrane protein, androgen induced 1",56937,20,-0.4678,2.803,0.01864,0.1939
SLC7A8,solute carrier family 7 member 8,23428,14,-0.3758,3.801,0.01689,0.1837
TFRC,transferrin receptor,7037,3,0.3046,8.137,0.01228,0.1567
LOC100288748,uncharacterized LOC100288748,100288748,8,0.415,-4.183,0.02284,0.2162
SNAPC2,small nuclear RNA activating complex polypeptide 2,6618,19,-0.158,0.8672,0.02202,0.2124
CMBL,carboxymethylenebutenolidase homolog (Pseudomonas),134147,5,-0.3582,2.863,0.01859,0.1936
C1RL,complement C1r subcomponent like,51279,12,-0.202,3.442,0.01758,0.1875
NA,NA,NA,NA,-0.3566,-1.39,0.02336,0.219
CREBBP,CREB binding protein,1387,16,-0.1255,9.267,0.01154,0.1528
TCEA1,transcription elongation factor A1,6917,8,0.1513,2.25,0.01993,0.2019
DGKH,diacylglycerol kinase eta,160851,13,-0.305,7.153,0.01315,0.1627
DHX40,DEAH-box helicase 40,79665,17,0.1696,6.082,0.01411,0.1688
RAB7B,"RAB7B, member RAS oncogene family",338382,1,-0.3954,-5.17,0.02083,0.206
MAGOH2P,"mago homolog 2, pseudogene",100506898,17,-0.3755,-1.504,0.02349,0.2193
PLSCR4,phospholipid scramblase 4,57088,3,-0.4011,3.621,0.0173,0.1869
SPRN,shadow of prion protein homolog (zebrafish),503542,10,-0.2619,-6.016,0.01857,0.1935
C19orf35,chromosome 19 open reading frame 35,374872,19,-0.4045,-5.057,0.02113,0.2076
TBC1D10B,TBC1 domain family member 10B,26000,16,0.1662,4.985,0.0153,0.1753
FER1L6,fer-1 like family member 6,654463,8,-0.772,0.4156,0.02274,0.2158
KRT39,keratin 39,390792,17,0.4205,-5.235,0.02072,0.2056
NA,NA,NA,NA,-0.3746,-5.391,0.02029,0.2034
OSMR,oncostatin M receptor,9180,5,-0.4313,6.748,0.01356,0.1655
PLA2G1B,phospholipase A2 group IB,5319,12,-0.4467,-5.077,0.02132,0.209
HMCN1,hemicentin 1,83872,1,-0.5274,7.185,0.0132,0.1628
MAZ,MYC associated zinc finger protein,4150,16,0.1564,6.615,0.01369,0.1662
LINC01225,long intergenic non-protein coding RNA 1225,149086,1,-0.613,-4.074,0.02315,0.2181
C2orf40,chromosome 2 open reading frame 40,84417,2,-0.7162,-2.474,0.02367,0.2198
L1TD1,LINE-1 type transposase domain containing 1,54596,1,-0.6135,-1.125,0.02374,0.2198
ANKRD1,ankyrin repeat domain 1,27063,10,-0.7614,-0.4116,0.02349,0.2193
CCDC87,coiled-coil domain containing 87,55231,11,0.3506,-1.766,0.02382,0.2198
PNMT,phenylethanolamine N-methyltransferase,5409,17,0.7457,-2.112,0.02384,0.2198
CELSR3,cadherin EGF LAG seven-pass G-type receptor 3,1951,3,0.4778,4.416,0.01625,0.1803
FBXO15,F-box protein 15,201456,18,0.427,-1.26,0.02381,0.2198
ATP5J2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2",9551,7,0.1752,5.014,0.01545,0.1757
RB1,retinoblastoma 1,5925,13,-0.2477,7.392,0.01314,0.1627
C10orf54,chromosome 10 open reading frame 54,64115,10,-0.2998,2.193,0.02041,0.2038
TMSB4X,"thymosin beta 4, X-linked",7114,X,-0.2486,8.853,0.01203,0.1553
TMEM246,transmembrane protein 246,84302,9,-0.6027,2.017,0.02066,0.2052
ASRGL1,asparaginase like 1,80150,11,0.5116,1.176,0.02214,0.2129
UBAP1L,ubiquitin associated protein 1 like,390595,15,-0.3081,-2.283,0.02398,0.2204
NHSL1,NHS like 1,57224,6,-0.2009,5.108,0.01543,0.1756
KLHL1,kelch like family member 1,57626,13,0.5338,-5.51,0.02036,0.2036
PDHX,pyruvate dehydrogenase complex component X,8050,11,0.1442,5.776,0.01469,0.1725
PEAK1,pseudopodium enriched atypical kinase 1,79834,15,-0.1887,6.524,0.01398,0.1679
COPS3,COP9 signalosome subunit 3,8533,17,0.1692,5.58,0.01491,0.1737
POU5F1B,POU class 5 homeobox 1B,5462,8,-0.4638,-0.6767,0.02388,0.2199
CA5B,"carbonic anhydrase VB, mitochondrial",11238,X,-0.1754,3.041,0.01882,0.1946
GOLGA1,golgin A1,2800,9,0.1029,5.093,0.01552,0.176
STK17A,serine/threonine kinase 17a,9263,7,-0.2852,4.428,0.01645,0.181
IREB2,iron responsive element binding protein 2,3658,15,0.1355,6.638,0.01393,0.1678
TNFRSF12A,tumor necrosis factor receptor superfamily member 12A,51330,16,-0.3563,0.8439,0.02285,0.2162
ACTN1,actinin alpha 1,87,14,-0.3049,7.607,0.01314,0.1627
OR52N2,olfactory receptor family 52 subfamily N member 2,390077,11,0.4471,-5.287,0.02116,0.2079
CISD2,CDGSH iron sulfur domain 2,493856,4,0.1607,4.646,0.01616,0.1796
IER3IP1,immediate early response 3 interacting protein 1,51124,18,0.1721,5.572,0.01503,0.174
PDCD5,programmed cell death 5,9141,19,0.2148,5.192,0.01548,0.1758
LAYN,layilin,143903,11,-0.3468,2.701,0.01965,0.2003
SCARNA2,small Cajal body-specific RNA 2,677766,1,-0.2236,8.216,0.01268,0.1593
ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",79868,X,-0.1712,5.946,0.01468,0.1725
TNS3,tensin 3,64759,7,-0.2702,6.624,0.014,0.1679
ZNF157,zinc finger protein 157,7712,X,-0.5131,-1.512,0.02434,0.2225
ACTA2,"actin, alpha 2, smooth muscle, aorta",59,10,-0.4668,8.624,0.01238,0.157
SOCS3,suppressor of cytokine signaling 3,9021,17,-0.434,2.882,0.01934,0.1981
SCGB2B2,secretoglobin family 2B member 2,284402,19,-0.4293,-4.306,0.02367,0.2198
VGF,VGF nerve growth factor inducible,7425,7,0.5049,-4.433,0.02355,0.2196
NA,NA,NA,NA,-0.257,2.358,0.02044,0.2038
ZNF670,zinc finger protein 670,93474,1,0.2049,2.424,0.02032,0.2034
ARHGAP24,Rho GTPase activating protein 24,83478,4,-0.3429,4.504,0.0165,0.1814
NA,NA,NA,NA,-0.3347,-5.3,0.02135,0.209
FAM206A,family with sequence similarity 206 member A,54942,9,0.1748,2.768,0.01964,0.2003
GNLY,granulysin,10578,2,0.5763,0.7834,0.02322,0.2184
GOLGA6L2,golgin A6 family-like 2,283685,15,0.6569,-4.711,0.02303,0.2174
FAM136A,family with sequence similarity 136 member A,84908,2,0.1751,2.242,0.02078,0.2057
ATP6AP1,ATPase H+ transporting accessory protein 1,537,X,0.1794,6.985,0.01386,0.1673
JADE2,jade family PHD finger 2,23338,5,-0.2399,4.155,0.01712,0.1854
THAP10,THAP domain containing 10,56906,15,0.2427,0.69,0.02344,0.2193
SMC4,structural maintenance of chromosomes 4,10051,3,0.2235,7.172,0.0137,0.1662
SNX27,sorting nexin family member 27,81609,1,0.1771,5.679,0.01518,0.1747
NDST4,N-deacetylase/N-sulfotransferase 4,64579,4,0.7564,-3.668,0.02462,0.2241
TTI1,TELO2 interacting protein 1,9675,20,0.1638,6.283,0.01455,0.1716
NIT1,nitrilase 1,4817,1,0.1974,4.333,0.01692,0.184
COL17A1,collagen type XVII alpha 1,1308,10,-0.9085,5.587,0.01537,0.1753
PPIL1,peptidylprolyl isomerase like 1,51645,6,0.1819,3.859,0.01772,0.1887
SCAMP3,secretory carrier membrane protein 3,10067,1,0.1484,4.948,0.0161,0.1794
SH3D19,SH3 domain containing 19,152503,4,-0.24,5.998,0.01489,0.1736
STAM2,signal transducing adaptor molecule 2,10254,2,-0.1233,5.879,0.01503,0.174
CCL8,C-C motif chemokine ligand 8,6355,17,0.5957,-0.9015,0.02474,0.2248
PPP1R18,protein phosphatase 1 regulatory subunit 18,170954,6,-0.2656,4.441,0.01682,0.1835
PSD3,pleckstrin and Sec7 domain containing 3,23362,8,-0.2953,5.997,0.01496,0.1739
NUDC,nudC nuclear distribution protein,10726,1,0.1484,6.963,0.01399,0.1679
ATP8B4,ATPase phospholipid transporting 8B4 (putative),79895,15,-0.3368,3.459,0.01852,0.1934
ZFYVE16,zinc finger FYVE-type containing 16,9765,5,-0.135,6.669,0.01429,0.17
BRPF3,bromodomain and PHD finger containing 3,27154,6,0.171,5.45,0.0156,0.1763
TAF15,TATA-box binding protein associated factor 15,8148,17,0.1353,9.114,0.01233,0.1569
APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A,200315,22,0.5539,-2.021,0.0252,0.2274
HSPA12A,heat shock protein family A (Hsp70) member 12A,259217,10,-0.3867,1.456,0.02274,0.2158
TUBA1B,tubulin alpha 1b,10376,12,0.2493,9.001,0.01242,0.1573
NA,NA,NA,NA,0.4276,-4.57,0.02375,0.2198
MXD3,MAX dimerization protein 3,83463,5,0.2148,0.5998,0.02402,0.2206
ANP32A,acidic nuclear phosphoprotein 32 family member A,8125,15,0.159,8.144,0.01311,0.1627
SH3BGRL,SH3 domain binding glutamate rich protein like,6451,X,-0.215,4.335,0.01728,0.1868
UMPS,uridine monophosphate synthetase,7372,3,0.1882,6.572,0.01456,0.1716
DSEL,dermatan sulfate epimerase-like,92126,18,-0.4102,2.996,0.01972,0.2007
INPP1,inositol polyphosphate-1-phosphatase,3628,2,-0.2899,3.899,0.01801,0.1903
SH2D5,SH2 domain containing 5,400745,1,-0.5718,-4.356,0.02454,0.2235
TMEM178A,transmembrane protein 178A,130733,2,-0.4279,-0.1284,0.02489,0.2257
NFYB,nuclear transcription factor Y subunit beta,4801,12,0.1673,5.4,0.01583,0.1774
CBX1,chromobox 1,10951,17,0.1683,3.215,0.01937,0.1982
RASGRP2,RAS guanyl releasing protein 2,10235,11,-0.4389,3.348,0.01917,0.197
ZNF619,zinc finger protein 619,285267,3,0.1602,3.25,0.01933,0.1981
EDC3,enhancer of mRNA decapping 3,80153,15,0.1343,5.011,0.01634,0.1807
SLC9A7,solute carrier family 9 member A7,84679,X,-0.3122,4.704,0.01685,0.1837
FDPS,farnesyl diphosphate synthase,2224,1,0.1885,6.359,0.01483,0.1732
OR7E2P,olfactory receptor family 7 subfamily E member 2 pseudogene,8587,11,-0.4388,-4.711,0.02379,0.2198
WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1,54904,8,0.2021,7.314,0.01398,0.1679
OLFML2A,olfactomedin like 2A,169611,9,-0.3018,2.952,0.02005,0.2023
KRT18P55,keratin 18 pseudogene 55,284085,17,0.6321,-2.773,0.02561,0.2295
ECEL1P2,"endothelin converting enzyme-like 1, pseudogene 2",347694,2,0.4057,-5.588,0.02134,0.209
COL4A2,collagen type IV alpha 2,1284,13,-0.331,8.355,0.01309,0.1625
SCGB2A2,secretoglobin family 2A member 2,4250,11,0.3499,-6.016,0.02003,0.2023
COX6B1,cytochrome c oxidase subunit 6B1,1340,19,0.1886,7.161,0.01413,0.1689
MRPL36,mitochondrial ribosomal protein L36,64979,5,0.212,1.159,0.02363,0.2197
ZNF280A,zinc finger protein 280A,129025,22,0.7223,-4.127,0.02519,0.2274
NA,NA,NA,NA,-0.3127,-5.733,0.02094,0.2066
PCCB,propionyl-CoA carboxylase beta subunit,5096,3,0.192,5.935,0.01535,0.1753
OPA1,"OPA1, mitochondrial dynamin like GTPase",4976,3,0.1382,7.891,0.01355,0.1655
MYO1D,myosin ID,4642,17,-0.1992,7.646,0.01379,0.1666
RPA4,replication protein A4,29935,X,-0.2343,0.4199,0.02479,0.225
GPR37L1,G protein-coupled receptor 37 like 1,9283,1,0.5316,-3.962,0.02546,0.229
PDZD2,PDZ domain containing 2,23037,5,-0.4221,4.365,0.0175,0.1871
ATL1,atlastin GTPase 1,51062,14,0.2753,3.656,0.01869,0.1941
UBE2V2,ubiquitin conjugating enzyme E2 variant 2,7336,8,0.1714,2.937,0.02022,0.2032
SLC5A11,solute carrier family 5 member 11,115584,16,0.6053,-2.941,0.02596,0.2312
NNMT,nicotinamide N-methyltransferase,4837,11,-0.6047,4.744,0.01694,0.1841
RNF219,ring finger protein 219,79596,13,0.1427,4.37,0.01753,0.1872
SBF2-AS1,SBF2 antisense RNA 1,283104,11,0.239,1.645,0.0231,0.2179
MRAP2,melanocortin 2 receptor accessory protein 2,112609,6,-0.5242,-0.3099,0.02559,0.2295
ARAF,"A-Raf proto-oncogene, serine/threonine kinase",369,X,-0.1091,5.458,0.01609,0.1794
VWA5B1,von Willebrand factor A domain containing 5B1,127731,1,-0.9873,0.04462,0.02543,0.2288
ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",23527,3,0.1264,6.777,0.01472,0.1725
SFXN3,sideroflexin 3,81855,10,-0.2355,3.849,0.01863,0.1938
RRP1B,ribosomal RNA processing 1B,23076,21,0.1556,5.502,0.01613,0.1796
IGSF9B,immunoglobulin superfamily member 9B,22997,11,-0.4925,1.304,0.02396,0.2203
SERPINA4,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4",5267,14,-0.9651,-3.598,0.02617,0.2322
RNF181,ring finger protein 181,51255,2,0.1375,4.22,0.01801,0.1903
UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,6675,1,0.2197,5.456,0.0163,0.1804
CADM3-AS1,CADM3 antisense RNA 1,100131825,1,-0.5952,-3.178,0.0266,0.2345
CRABP1,cellular retinoic acid binding protein 1,1381,15,0.7292,-3.332,0.0266,0.2345
HOOK1,hook microtubule-tethering protein 1,51361,1,0.3169,4.939,0.01702,0.1847
RNF165,ring finger protein 165,494470,18,-0.5636,0.03738,0.02595,0.2312
SIKE1,suppressor of IKBKE 1,80143,1,0.1315,4.02,0.01854,0.1934
CCP110,centriolar coiled-coil protein 110kDa,9738,16,0.2303,5.725,0.01613,0.1796
LDLRAD3,low density lipoprotein receptor class A domain containing 3,143458,11,-0.3091,0.9939,0.02476,0.2249
MAGEF1,MAGE family member F1,64110,3,0.178,3.902,0.01885,0.1946
MARS,methionyl-tRNA synthetase,4141,12,0.1378,7.172,0.01464,0.172
CCAT1,colon cancer associated transcript 1 (non-protein coding),100507056,8,-0.5348,-5.448,0.02251,0.2149
RSPH9,radial spoke head 9 homolog (Chlamydomonas),221421,6,-0.4,-2.371,0.02693,0.2368
PACRGL,PARK2 co-regulated like,133015,4,0.1422,3.877,0.01892,0.1953
MBTD1,mbt domain containing 1,54799,17,0.1533,5.163,0.01688,0.1837
FAM65A,family with sequence similarity 65 member A,79567,16,-0.2009,6.092,0.01579,0.1772
SEC14L2,SEC14 like lipid binding 2,23541,22,-0.401,3.109,0.0206,0.2046
LOC101929959,putative BMS1-like protein ENSP00000382360,101929959,9,-0.3475,0.6258,0.02551,0.2291
CDADC1,cytidine and dCMP deaminase domain containing 1,81602,13,-0.1544,2.694,0.02151,0.2095
EVA1C,eva-1 homolog C (C. elegans),59271,21,-0.3841,2.036,0.02318,0.2182
GRK5-IT1,GRK5 intronic transcript 1,101927868,10,-0.3235,-5.555,0.0224,0.2141
ABCF1,ATP binding cassette subfamily F member 1,23,6,0.1393,6.927,0.01501,0.174
FOXP1,forkhead box P1,27086,3,-0.2156,6.973,0.01499,0.174
EML3,echinoderm microtubule associated protein like 3,256364,11,-0.1543,4.893,0.01741,0.1869
CELF2,"CUGBP, Elav-like family member 2",10659,10,-0.4274,3.775,0.01933,0.1981
MICU3,mitochondrial calcium uptake family member 3,286097,8,-0.352,1.098,0.02501,0.2262
IFNL1,"interferon, lambda 1",282618,19,0.4113,-5.23,0.02377,0.2198
TMEM259,transmembrane protein 259,91304,19,-0.1482,5.77,0.01629,0.1804
LOC399715,uncharacterized LOC399715,399715,10,-0.369,-1.439,0.0272,0.2384
FAM214B,family with sequence similarity 214 member B,80256,9,-0.196,1.804,0.02373,0.2198
SSTR5,somatostatin receptor 5,6755,16,-0.7906,-4.047,0.02645,0.2338
NA,NA,NA,NA,-0.2359,-6.003,0.02101,0.2071
LOC100379224,uncharacterized LOC100379224,100379224,19,0.4224,0.06592,0.02645,0.2338
LOC101927686,uncharacterized LOC101927686,101927686,6,-0.3095,-5.805,0.02168,0.2105
NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",23327,18,0.3179,6.85,0.01518,0.1747
C10orf10,chromosome 10 open reading frame 10,11067,10,-0.4358,0.7953,0.02568,0.2299
MYCL,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog,4610,1,0.6174,4.267,0.01857,0.1935
ANGPTL3,angiopoietin like 3,27329,1,-0.8185,-4.758,0.02556,0.2294
TAGLN2,transgelin 2,8407,1,0.2496,6.659,0.01544,0.1756
RUVBL1,RuvB like AAA ATPase 1,8607,3,0.2063,5.222,0.01709,0.1853
ZNF697,zinc finger protein 697,90874,1,-0.2653,2.585,0.02215,0.2129
SLC35A4,solute carrier family 35 member A4,113829,5,-0.1281,3.834,0.01939,0.1982
TMEM59L,transmembrane protein 59 like,25789,19,-0.6063,-2.485,0.02757,0.2401
GLIPR1,GLI pathogenesis related 1,11010,12,-0.3893,4.328,0.01847,0.193
IFT52,intraflagellar transport 52,51098,20,0.1776,5.087,0.01732,0.1869
FBLIM1,filamin binding LIM protein 1,54751,1,-0.2471,3.782,0.01953,0.1994
PEBP1,phosphatidylethanolamine binding protein 1,5037,12,0.2536,7.037,0.01512,0.1746
KIAA1586,KIAA1586,57691,6,0.1777,4.454,0.01839,0.1925
MTFMT,mitochondrial methionyl-tRNA formyltransferase,123263,15,-0.1433,3.94,0.01936,0.1982
SS18L2,synovial sarcoma translocation gene on chromosome 18-like 2,51188,3,0.1712,2.849,0.0217,0.2105
SDR39U1,short chain dehydrogenase/reductase family 39U member 1,56948,14,-0.1428,2.213,0.02328,0.2188
TBCD,tubulin folding cofactor D,6904,17,0.1306,6.713,0.01558,0.1762
CFHR3,complement factor H related 3,10878,1,-0.5611,1.129,0.02548,0.229
DBNDD1,dysbindin (dystrobrevin binding protein 1) domain containing 1,79007,16,0.4561,-0.9002,0.02772,0.2409
GFPT1,glutamine--fructose-6-phosphate transaminase 1,2673,2,0.183,7.886,0.01447,0.1713
RNU12,"RNA, U12 small nuclear",267010,22,-0.436,-3.732,0.02774,0.241
PSMB9,proteasome subunit beta 9,5698,6,0.4171,3.544,0.02031,0.2034
RXFP1,relaxin/insulin-like family peptide receptor 1,59350,4,-0.5104,-0.3243,0.0275,0.2398
BAGE5,B melanoma antigen family member 5,85316,13,0.553,-5.446,0.0237,0.2198
ZPBP,zona pellucida binding protein,11055,7,-0.4384,-5.411,0.02376,0.2198
RAMP1,receptor (G protein-coupled) activity modifying protein 1,10267,2,-0.503,-0.22,0.02746,0.2395
DEPTOR,DEP domain containing MTOR-interacting protein,64798,8,-0.3909,3.983,0.0196,0.1999
RBM17,RNA binding motif protein 17,84991,10,0.1764,7.116,0.01528,0.1753
ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5,957,14,-0.2682,4.415,0.01869,0.1941
CEBPB,CCAAT/enhancer binding protein beta,1051,20,-0.2944,3.812,0.01986,0.2015
RRP1,ribosomal RNA processing 1,8568,21,0.1988,4.735,0.01819,0.1912
CTAGE10P,"CTAGE family member 10, pseudogene",220429,13,0.3762,-1.902,0.02829,0.2439
NA,NA,NA,NA,-0.4865,-4.705,0.02618,0.2322
STK31,serine/threonine kinase 31,56164,7,0.4356,1.593,0.02499,0.2261
CCDC121,coiled-coil domain containing 121,79635,2,0.1937,0.5985,0.02673,0.2353
FAM199X,"family with sequence similarity 199, X-linked",139231,X,0.1239,5.267,0.0175,0.1871
F3,"coagulation factor III, tissue factor",2152,1,-0.5222,4.335,0.01902,0.196
PRDM11,PR domain 11,56981,11,-0.263,2.36,0.02331,0.2188
KCNA5,potassium voltage-gated channel subfamily A member 5,3741,12,-0.4549,-0.7667,0.0281,0.243
CLPSL2,colipase like 2,389383,6,0.3816,-5.484,0.02379,0.2198
R3HDM4,R3H domain containing 4,91300,19,-0.1633,3.011,0.02179,0.2112
NA,NA,NA,NA,-0.3182,2.25,0.02378,0.2198
MYLK-AS1,MYLK antisense RNA 1,100506826,3,0.422,-3.348,0.0286,0.2456
KCNH7,potassium voltage-gated channel subfamily H member 7,90134,2,0.8341,-3.544,0.02857,0.2455
CLIP4,CAP-Gly domain containing linker protein family member 4,79745,2,-0.2995,5.542,0.01733,0.1869
CENPN,centromere protein N,55839,16,0.2423,3.851,0.01995,0.2019
CCDC167,coiled-coil domain containing 167,154467,6,0.1899,3.015,0.02188,0.2116
HORMAD2,HORMA domain containing 2,150280,22,-0.4182,-5.306,0.02472,0.2248
GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,11227,2,-0.5988,3.069,0.02188,0.2116
NA,NA,NA,NA,0.302,-5.552,0.02359,0.2196
NCAPH2,non-SMC condensin II complex subunit H2,29781,22,0.1512,4.962,0.01811,0.1905
CDK17,cyclin-dependent kinase 17,5128,12,-0.157,5.409,0.01754,0.1873
TRIM45,tripartite motif containing 45,80263,1,0.2778,2.867,0.02232,0.2137
OTC,ornithine carbamoyltransferase,5009,X,-0.7089,-4.706,0.02681,0.2359
RPL3,ribosomal protein L3,6122,22,-0.2036,8.688,0.01416,0.1691
LOC100507002,uncharacterized LOC100507002,100507002,17,0.3623,-3.459,0.02883,0.247
NLK,nemo-like kinase,51701,17,0.1711,5.485,0.01749,0.1871
PCDHGA10,"protocadherin gamma subfamily A, 10",56106,5,-0.3245,3.287,0.02136,0.209
SLC12A4,solute carrier family 12 member 4,6560,16,-0.2442,6.14,0.0167,0.1827
UPF3A,UPF3 regulator of nonsense transcripts homolog A (yeast),65110,13,0.1575,3.941,0.02,0.2022
