Symbol,Description,EntrezID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
ADGRL3,adhesion G protein-coupled receptor L3,23284,4,0.2481,3.536,0.1783,0.5195,,,,,,,,,,,
PAOX,polyamine oxidase (exo-N4-amino),196743,10,0.05731,2.443,0.1785,0.5197,,,,,,,,,,,
PMM2,phosphomannomutase 2,5373,16,0.1328,6.243,0.1786,0.5197,,,,,,,,,,,
PRKCZ,protein kinase C zeta,5590,1,0.1504,4.524,0.1786,0.5197,,,,,,,,,,,
NFS1,NFS1 cysteine desulfurase,9054,20,0.04867,4.136,0.1786,0.5197,,,,,,,,,,,
FAAP100,Fanconi anemia core complex associated protein 100,80233,17,0.04225,3.691,0.1786,0.5197,,,,,,,,,,,
RNF144A,ring finger protein 144A,9781,2,0.1042,2.6,0.1787,0.5198,,,,,,,,,,,
NIT2,nitrilase family member 2,56954,3,0.0967,5.595,0.1788,0.52,,,,,,,,,,,
KRT1,keratin 1,3848,12,0.5246,0.5136,0.1789,0.5202,,,,,,,,,,,
SULT1C2P1,sulfotransferase family 1C member 2 pseudogene 1,151234,2,0.004984,-6.264,0.1791,0.5205,,,,,,,,,,,
MAT2A,methionine adenosyltransferase 2A,4144,2,0.05491,7.318,0.1793,0.5206,,,,,,,,,,,
RNF8,ring finger protein 8,9025,6,0.08507,4.897,0.1793,0.5206,,,,,,,,,,,
ATP1B1,ATPase Na+/K+ transporting subunit beta 1,481,1,0.219,6.245,0.1794,0.5207,,,,,,,,,,,
SLC12A8,solute carrier family 12 member 8,84561,3,0.1593,3.792,0.1797,0.5212,,,,,,,,,,,
G3BP2,G3BP stress granule assembly factor 2,9908,4,0.05721,6.675,0.1801,0.5218,,,,,,,,,,,
DMPK,dystrophia myotonica protein kinase,1760,19,0.03307,4.297,0.1801,0.5218,,,,,,,,,,,
METTL1,methyltransferase like 1,4234,12,0.0787,2.025,0.1802,0.5218,,,,,,,,,,,
NA,NA,NA,NA,0.002432,-6.247,0.1802,0.5218,,,,,,,,,,,
CCDC154,coiled-coil domain containing 154,645811,16,0.1174,-1.517,0.1802,0.5218,,,,,,,,,,,
BRMS1,breast cancer metastasis suppressor 1,25855,11,0.04625,4.001,0.1802,0.5218,,,,,,,,,,,
ND2,MTND2,4536,MT,0.2401,3.62,0.1802,0.5218,,,,,,,,,,,
SENP8,"SUMO/sentrin peptidase family member, NEDD8 specific",123228,15,0.004937,0.8401,0.1803,0.5219,,,,,,,,,,,
IL27,interleukin 27,246778,16,0.1312,-5.087,0.1806,0.5226,,,,,,,,,,,
MME,membrane metallo-endopeptidase,4311,3,0.3362,5.785,0.1807,0.5226,,,,,,,,,,,
NPIPA7,nuclear pore complex interacting protein family member A7,101059938,16,0.1505,-5.337,0.1808,0.5228,,,,,,,,,,,
CD247,CD247 molecule,919,1,0.2126,1.936,0.1809,0.5229,,,,,,,,,,,
CHMP1B,charged multivesicular body protein 1B,57132,18,0.02856,4.827,0.1809,0.5231,,,,,,,,,,,
CCDC144NL,"coiled-coil domain containing 144 family, N-terminal like",339184,17,0.2478,-4.759,0.181,0.5232,,,,,,,,,,,
RPS8,ribosomal protein S8,6202,1,0.04305,6.812,0.181,0.5232,,,,,,,,,,,
ZNF197,zinc finger protein 197,10168,3,0.002414,4.569,0.1811,0.5232,,,,,,,,,,,
BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",617,2,0.09878,4.751,0.1813,0.5238,,,,,,,,,,,
ARMS2,age-related maculopathy susceptibility 2,387715,10,0.1902,-5.378,0.1814,0.5239,,,,,,,,,,,
OR2T33,olfactory receptor family 2 subfamily T member 33,391195,1,0.03113,-6.102,0.1814,0.5239,,,,,,,,,,,
TMEM184A,transmembrane protein 184A,202915,7,0.2599,4.307,0.1815,0.524,,,,,,,,,,,
PRKCSH,protein kinase C substrate 80K-H,5589,19,0.0787,9.061,0.1815,0.524,,,,,,,,,,,
PTGES3L-AARSD1,PTGES3L-AARSD1 readthrough,100885850,17,0.1399,-2.744,0.1818,0.5247,,,,,,,,,,,
MAPK7,mitogen-activated protein kinase 7,5598,17,0.0884,2.847,0.1819,0.5249,,,,,,,,,,,
TMEM198,transmembrane protein 198,130612,2,0.08528,-0.1988,0.1821,0.5251,,,,,,,,,,,
LOC100506603,uncharacterized LOC100506603,100506603,14,0.1776,-4.497,0.1822,0.5252,,,,,,,,,,,
MBTD1,mbt domain containing 1,54799,17,0.05772,5.198,0.1823,0.5256,,,,,,,,,,,
KRT13,keratin 13,3860,17,0.5904,6.484,0.1824,0.5256,,,,,,,,,,,
FRMD8P1,FERM domain containing 8 pseudogene 1,83957,X,0.09147,-5.046,0.1824,0.5257,,,,,,,,,,,
MYDGF,myeloid-derived growth factor,56005,19,0.03473,4.946,0.1826,0.5259,,,,,,,,,,,
TRMT44,tRNA methyltransferase 44 homolog (S. cerevisiae),152992,4,0.08353,4.368,0.1826,0.5259,,,,,,,,,,,
RBMY1A1,"RNA binding motif protein, Y-linked, family 1, member A1",5940,Y,0.04289,-6.121,0.1828,0.5265,,,,,,,,,,,
DYNLL2,dynein light chain LC8-type 2,140735,17,0.1026,3.947,0.183,0.5267,,,,,,,,,,,
TMEM210,transmembrane protein 210,100505993,9,0.02752,-6.139,0.183,0.5267,,,,,,,,,,,
GATA6-AS1,GATA6 antisense RNA 1 (head to head),100128893,18,0.02082,-6.167,0.1833,0.5273,,,,,,,,,,,
TESK2,testis-specific kinase 2,10420,1,0.128,3.906,0.1835,0.5278,,,,,,,,,,,
RAET1L,retinoic acid early transcript 1L,154064,6,0.4051,-1.941,0.1835,0.5278,,,,,,,,,,,
VRK1,vaccinia related kinase 1,7443,14,0.1707,6.155,0.1836,0.5278,,,,,,,,,,,
STX19,syntaxin 19,415117,3,0.2743,-2.697,0.1836,0.5278,,,,,,,,,,,
ZBED8,zinc finger BED-type containing 8,63920,5,0.04626,1.737,0.1836,0.5278,,,,,,,,,,,
HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1",3113,6,0.153,6.722,0.1837,0.5279,,,,,,,,,,,
SYN3,synapsin III,8224,22,0.2514,-2.726,0.1837,0.5279,,,,,,,,,,,
SOX21,SRY-box 21,11166,13,0.5221,-1.652,0.1838,0.5281,,,,,,,,,,,
HMSD,histocompatibility (minor) serpin domain containing,284293,18,0.2408,-3.287,0.1839,0.5283,,,,,,,,,,,
NA,NA,NA,NA,0.1511,-4.949,0.1839,0.5283,,,,,,,,,,,
CPT1B,carnitine palmitoyltransferase 1B,1375,22,0.1229,-0.001554,0.184,0.5283,,,,,,,,,,,
ARRDC1-AS1,ARRDC1 antisense RNA 1,85026,9,0.008076,0.6678,0.184,0.5283,,,,,,,,,,,
NA,NA,NA,NA,0.1338,-5.561,0.184,0.5283,,,,,,,,,,,
SH3TC2,SH3 domain and tetratricopeptide repeats 2,79628,5,0.3095,4.983,0.184,0.5283,,,,,,,,,,,
LIPT2,lipoyl(octanoyl) transferase 2 (putative),387787,11,0.1712,-0.637,0.1841,0.5283,,,,,,,,,,,
ROPN1B,rhophilin associated tail protein 1B,152015,3,0.2464,-4.293,0.1841,0.5283,,,,,,,,,,,
NA,NA,NA,NA,0.1577,-4.353,0.1842,0.5286,,,,,,,,,,,
LOC100652777,group 10 secretory phospholipase A2-like,100652777,16,0.01992,-6.188,0.1843,0.5286,,,,,,,,,,,
SCGB2A2,secretoglobin family 2A member 2,4250,11,0.1032,-5.976,0.1844,0.5288,,,,,,,,,,,
HIST1H4A,"histone cluster 1, H4a",8359,6,0.1341,2.135,0.1844,0.5289,,,,,,,,,,,
PMM1,phosphomannomutase 1,5372,22,0.0602,3.46,0.1845,0.529,,,,,,,,,,,
SAMD10,sterile alpha motif domain containing 10,140700,20,0.1245,0.6974,0.1845,0.529,,,,,,,,,,,
SFR1,SWI5 dependent homologous recombination repair protein 1,119392,10,0.1199,0.9806,0.1848,0.5295,,,,,,,,,,,
NA,NA,NA,NA,0.1501,-5.41,0.1849,0.5297,,,,,,,,,,,
IL17D,interleukin 17D,53342,13,0.2008,-4.871,0.1849,0.5297,,,,,,,,,,,
UQCRHL,ubiquinol-cytochrome c reductase hinge protein like,440567,1,0.1557,2.193,0.185,0.5297,,,,,,,,,,,
LOC100129129,uncharacterized LOC100129129,100129129,8,0.07297,-5.765,0.185,0.5297,,,,,,,,,,,
PROCA1,protein interacting with cyclin A1,147011,17,0.1592,0.2775,0.1851,0.5298,,,,,,,,,,,
AKR7L,aldo-keto reductase family 7-like (gene/pseudogene),246181,1,0.1347,-0.6525,0.1851,0.5298,,,,,,,,,,,
PI4KAP1,phosphatidylinositol 4-kinase alpha pseudogene 1,728233,22,0.2561,3.766,0.1853,0.53,,,,,,,,,,,
SPRR2D,small proline rich protein 2D,6703,1,0.3934,-3.15,0.1853,0.53,,,,,,,,,,,
ZNF839,zinc finger protein 839,55778,14,0.07184,3.83,0.1853,0.53,,,,,,,,,,,
RIMKLB,ribosomal modification protein rimK-like family member B,57494,12,0.1661,5.29,0.1854,0.5303,,,,,,,,,,,
SGSM2,small G protein signaling modulator 2,9905,17,0.08403,5.92,0.1855,0.5305,,,,,,,,,,,
COPS7B,COP9 signalosome subunit 7B,64708,2,0.06768,4.168,0.1857,0.5308,,,,,,,,,,,
MLLT10P1,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 pseudogene 1",140678,20,0.02194,-6.12,0.1858,0.5311,,,,,,,,,,,
STX11,syntaxin 11,8676,6,0.1773,1.421,0.1859,0.5311,,,,,,,,,,,
RNF135,ring finger protein 135,84282,17,0.07674,4.493,0.1859,0.5311,,,,,,,,,,,
ADGRF2,adhesion G protein-coupled receptor F2,222611,6,0.3102,-2.415,0.186,0.5311,,,,,,,,,,,
PHF13,PHD finger protein 13,148479,1,0.03827,4.443,0.186,0.5311,,,,,,,,,,,
SNORA5B,"small nucleolar RNA, H/ACA box 5B",677795,7,0.1121,-4.721,0.1861,0.5314,,,,,,,,,,,
ADD2,adducin 2,119,2,0.2493,-0.6268,0.1862,0.5315,,,,,,,,,,,
NA,NA,NA,NA,0.2124,5.585,0.1863,0.5316,,,,,,,,,,,
CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,55907,12,0.1051,5.24,0.1864,0.5318,,,,,,,,,,,
LOC100996662,uncharacterized LOC100996662,100996662,8,0.146,-5.242,0.1865,0.532,,,,,,,,,,,
LYZL6,lysozyme like 6,57151,17,0.06343,-5.869,0.1865,0.532,,,,,,,,,,,
XRCC6P5,X-ray repair complementing defective repair in Chinese hamster cells 6 pseudogene 5,442459,X,0.03374,-6.103,0.1866,0.5322,,,,,,,,,,,
RAD51C,RAD51 paralog C,5889,17,0.1318,4.784,0.1867,0.5322,,,,,,,,,,,
CCDC85B,coiled-coil domain containing 85B,11007,11,0.1221,-1.411,0.1868,0.5322,,,,,,,,,,,
NA,NA,NA,NA,0.1126,2.421,0.1868,0.5322,,,,,,,,,,,
SPRR2G,small proline rich protein 2G,6706,1,0.3847,-4.307,0.1869,0.5322,,,,,,,,,,,
C1orf116,chromosome 1 open reading frame 116,79098,1,0.2699,3.784,0.1869,0.5322,,,,,,,,,,,
NPPB,natriuretic peptide B,4879,1,0.1551,-5.589,0.187,0.5322,,,,,,,,,,,
SLC9A2,solute carrier family 9 member A2,6549,2,0.4416,3.997,0.187,0.5322,,,,,,,,,,,
SNX12,sorting nexin 12,29934,X,0.04109,3.995,0.187,0.5322,,,,,,,,,,,
HEATR9,HEAT repeat containing 9,256957,17,0.2702,-2.242,0.187,0.5322,,,,,,,,,,,
RFPL2,ret finger protein like 2,10739,22,0.2142,-4.964,0.187,0.5322,,,,,,,,,,,
SMIM10L2A,small integral membrane protein 10 like 2A,399668,X,0.08618,-5.713,0.1872,0.5325,,,,,,,,,,,
EXOC3-AS1,EXOC3 antisense RNA 1,116349,5,0.1013,-1.304,0.1872,0.5325,,,,,,,,,,,
CSK,c-src tyrosine kinase,1445,15,0.06194,4.787,0.1872,0.5325,,,,,,,,,,,
ZSCAN23,zinc finger and SCAN domain containing 23,222696,6,0.1617,1.768,0.1873,0.5326,,,,,,,,,,,
TARBP2,TAR (HIV-1) RNA binding protein 2,6895,12,0.104,2.813,0.1873,0.5326,,,,,,,,,,,
C9orf84,chromosome 9 open reading frame 84,158401,9,0.4652,-0.027,0.1874,0.5327,,,,,,,,,,,
NA,NA,NA,NA,0.08961,-5.559,0.1874,0.5327,,,,,,,,,,,
LOC101928053,uncharacterized LOC101928053,101928053,11,0.0255,-6.163,0.1874,0.5327,,,,,,,,,,,
NA,NA,NA,NA,0.2245,0.6391,0.1875,0.5327,,,,,,,,,,,
FANCF,Fanconi anemia complementation group F,2188,11,0.01028,4.63,0.1875,0.5327,,,,,,,,,,,
DNAJC2,DnaJ heat shock protein family (Hsp40) member C2,27000,7,0.108,5.948,0.1875,0.5327,,,,,,,,,,,
FSCN2,"fascin actin-bundling protein 2, retinal",25794,17,0.1832,0.3403,0.1876,0.5329,,,,,,,,,,,
C1QC,"complement component 1, q subcomponent, C chain",714,1,0.2027,5.309,0.188,0.5338,,,,,,,,,,,
MROH2A,maestro heat like repeat family member 2A,339766,2,0.475,-0.0114,0.1881,0.5339,,,,,,,,,,,
ZNF552,zinc finger protein 552,79818,19,0.2146,4.847,0.1881,0.5339,,,,,,,,,,,
TYSND1,trypsin domain containing 1,219743,10,0.09487,1.391,0.1881,0.5339,,,,,,,,,,,
LOC102724023,"ES1 protein homolog, mitochondrial",102724023,21,0.2328,-2.032,0.1881,0.5339,,,,,,,,,,,
EEF1A2,eukaryotic translation elongation factor 1 alpha 2,1917,20,0.4597,2.221,0.1884,0.5344,,,,,,,,,,,
KCNA7,potassium voltage-gated channel subfamily A member 7,3743,19,0.1768,-5.351,0.1884,0.5345,,,,,,,,,,,
EMC3,ER membrane protein complex subunit 3,55831,3,0.06897,5.788,0.1887,0.535,,,,,,,,,,,
RIMS4,regulating synaptic membrane exocytosis 4,140730,20,0.2934,-4.272,0.1888,0.5353,,,,,,,,,,,
PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",8493,17,0.09174,5.286,0.1888,0.5353,,,,,,,,,,,
HSD17B7P2,hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2,158160,10,0.1163,2.441,0.1888,0.5353,,,,,,,,,,,
GAB4,GRB2 associated binding protein family member 4,128954,22,0.2552,-5.36,0.1891,0.5357,,,,,,,,,,,
LGALS9,"lectin, galactoside-binding, soluble, 9",3965,17,0.1257,5.838,0.1893,0.5362,,,,,,,,,,,
ZNF829,zinc finger protein 829,374899,19,0.15,1.817,0.1895,0.5366,,,,,,,,,,,
HDAC1,histone deacetylase 1,3065,1,0.07502,6.943,0.1896,0.5366,,,,,,,,,,,
ZXDC,ZXD family zinc finger C,79364,3,0.05542,4.862,0.1896,0.5366,,,,,,,,,,,
BARHL2,BarH like homeobox 2,343472,1,0.132,-5.812,0.1897,0.5369,,,,,,,,,,,
NA,NA,NA,NA,0.1538,-5.567,0.1899,0.5371,,,,,,,,,,,
FGD5P1,"FYVE, RhoGEF and PH domain containing 5 pseudogene 1",100132526,3,0.3159,-3.723,0.1899,0.5371,,,,,,,,,,,
TOP3B,topoisomerase (DNA) III beta,8940,22,0.06765,4.502,0.1899,0.5371,,,,,,,,,,,
RPLP2,ribosomal protein lateral stalk subunit P2,6181,11,0.037,7.682,0.19,0.5372,,,,,,,,,,,
FAM81A,family with sequence similarity 81 member A,145773,15,0.2211,0.518,0.1901,0.5372,,,,,,,,,,,
NA,NA,NA,NA,0.001854,-6.212,0.1903,0.5377,,,,,,,,,,,
DIRC2,disrupted in renal carcinoma 2,84925,3,0.118,5.071,0.1903,0.5377,,,,,,,,,,,
FAM19A4,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A4",151647,3,0.1647,-5.556,0.1904,0.5377,,,,,,,,,,,
NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,378884,6,0.1443,1.464,0.1904,0.5378,,,,,,,,,,,
CRABP1,cellular retinoic acid binding protein 1,1381,15,0.4058,-3.165,0.1905,0.5379,,,,,,,,,,,
CEND1,cell cycle exit and neuronal differentiation 1,51286,11,0.03965,-6.047,0.1907,0.5384,,,,,,,,,,,
OR1S1,olfactory receptor family 1 subfamily S member 1 (gene/pseudogene),219959,11,0.1627,-5.53,0.1908,0.5386,,,,,,,,,,,
PMF1,polyamine-modulated factor 1,11243,1,0.09401,0.9157,0.1909,0.5387,,,,,,,,,,,
NAT14,N-acetyltransferase 14 (putative),57106,19,0.07226,-0.6078,0.191,0.5387,,,,,,,,,,,
NA,NA,NA,NA,0.1962,-2.936,0.191,0.5387,,,,,,,,,,,
SLCO1B3,solute carrier organic anion transporter family member 1B3,28234,12,0.5535,-2.073,0.1911,0.5388,,,,,,,,,,,
SLC37A1,solute carrier family 37 member 1,54020,21,0.1479,4.809,0.1911,0.5388,,,,,,,,,,,
PFKM,"phosphofructokinase, muscle",5213,12,0.126,6.71,0.1913,0.5392,,,,,,,,,,,
ZSWIM7,zinc finger SWIM-type containing 7,125150,17,0.01717,2.174,0.1913,0.5392,,,,,,,,,,,
TRIM62,tripartite motif containing 62,55223,1,0.06964,2.734,0.1916,0.5398,,,,,,,,,,,
POLR1B,polymerase (RNA) I subunit B,84172,2,0.1037,5.408,0.1918,0.5402,,,,,,,,,,,
TEX35,testis expressed 35,84066,1,0.2076,-5.162,0.1918,0.5402,,,,,,,,,,,
NA,NA,NA,NA,0.2423,-5.082,0.1919,0.5403,,,,,,,,,,,
CELF3,"CUGBP, Elav-like family member 3",11189,1,0.1964,-5.008,0.192,0.5403,,,,,,,,,,,
FCRL6,Fc receptor like 6,343413,1,0.1909,-1.667,0.192,0.5403,,,,,,,,,,,
NA,NA,NA,NA,0.2192,-4.695,0.1921,0.5403,,,,,,,,,,,
ANKRD63,ankyrin repeat domain 63,100131244,15,0.02222,-6.137,0.1922,0.5405,,,,,,,,,,,
STXBP6,syntaxin binding protein 6,29091,14,0.2692,-0.5946,0.1923,0.5406,,,,,,,,,,,
C21orf58,chromosome 21 open reading frame 58,54058,21,0.09943,1.182,0.1925,0.5409,,,,,,,,,,,
HOXD-AS2,HOXD cluster antisense RNA 2,100506783,2,0.01851,-6.2,0.1926,0.541,,,,,,,,,,,
TMTC4,transmembrane and tetratricopeptide repeat containing 4,84899,13,0.1129,4.403,0.1926,0.541,,,,,,,,,,,
NA,NA,NA,NA,0.1288,-5.938,0.1928,0.5411,,,,,,,,,,,
PTTG3P,"pituitary tumor-transforming 3, pseudogene",26255,8,0.24,-4.183,0.1928,0.5411,,,,,,,,,,,
ZMAT5,zinc finger matrin-type 5,55954,22,0.04367,2.02,0.1929,0.5413,,,,,,,,,,,
NA,NA,NA,NA,0.09506,-5.767,0.193,0.5415,,,,,,,,,,,
NUP210,nucleoporin 210kDa,23225,3,0.1449,6.33,0.193,0.5415,,,,,,,,,,,
WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",117166,16,0.2162,-4.076,0.1931,0.5416,,,,,,,,,,,
C19orf24,chromosome 19 open reading frame 24,55009,19,0.09396,3.045,0.1932,0.5416,,,,,,,,,,,
C17orf58,chromosome 17 open reading frame 58,284018,17,0.1722,0.4573,0.1934,0.5417,,,,,,,,,,,
PRPF8,pre-mRNA processing factor 8,10594,17,0.07235,10.02,0.1934,0.5417,,,,,,,,,,,
NA,NA,NA,NA,0.1267,-5.695,0.1934,0.5417,,,,,,,,,,,
DYNC1H1,dynein cytoplasmic 1 heavy chain 1,1778,14,0.08924,11.43,0.1936,0.5419,,,,,,,,,,,
GBX1,gastrulation brain homeobox 1,2636,7,0.2536,-4.622,0.1936,0.5419,,,,,,,,,,,
ZNF586,zinc finger protein 586,54807,19,0.05017,5.066,0.1936,0.5419,,,,,,,,,,,
ZNF716,zinc finger protein 716,441234,7,0.5668,-3.473,0.1938,0.5422,,,,,,,,,,,
CNTN5,contactin 5,53942,11,0.3639,-2.05,0.1938,0.5422,,,,,,,,,,,
XPNPEP1,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble",7511,10,0.06363,5.744,0.1938,0.5422,,,,,,,,,,,
SETD1B,SET domain containing 1B,23067,12,0.06981,5.748,0.1939,0.5422,,,,,,,,,,,
SNORD11,"small nucleolar RNA, C/D box 11",692058,2,0.06304,-5.21,0.1941,0.5426,,,,,,,,,,,
BUD31,BUD31 homolog,8896,7,0.1067,4.133,0.1942,0.5427,,,,,,,,,,,
ASB8,ankyrin repeat and SOCS box containing 8,140461,12,0.01146,3.298,0.1942,0.5427,,,,,,,,,,,
FLYWCH2,FLYWCH family member 2,114984,16,0.07944,2.27,0.1942,0.5427,,,,,,,,,,,
PTMA,"prothymosin, alpha",5757,2,0.004771,7.4,0.1943,0.5427,,,,,,,,,,,
LMLN,leishmanolysin like peptidase,89782,3,0.0999,3.977,0.1944,0.5427,,,,,,,,,,,
CDK9,cyclin-dependent kinase 9,1025,9,0.03377,4.594,0.1944,0.5427,,,,,,,,,,,
BPGM,bisphosphoglycerate mutase,669,7,0.1249,4.719,0.1945,0.5427,,,,,,,,,,,
ABHD17A,abhydrolase domain containing 17A,81926,19,0.042,1.151,0.1945,0.5427,,,,,,,,,,,
AAGAB,alpha- and gamma-adaptin binding protein,79719,15,0.06154,5.693,0.1945,0.5427,,,,,,,,,,,
LGALSL,"lectin, galactoside-binding-like",29094,2,0.1693,2.96,0.1945,0.5427,,,,,,,,,,,
HYAL3,hyaluronoglucosaminidase 3,8372,3,0.1207,0.4563,0.1946,0.5429,,,,,,,,,,,
PEX26,peroxisomal biogenesis factor 26,55670,22,0.06189,5.423,0.1946,0.5429,,,,,,,,,,,
NA,NA,NA,NA,0.05196,-6.002,0.1947,0.5431,,,,,,,,,,,
ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative),22875,6,0.135,3.015,0.1951,0.5438,,,,,,,,,,,
DNASE1L1,deoxyribonuclease I-like 1,1774,X,0.0336,2.583,0.1951,0.5438,,,,,,,,,,,
ADCY6,adenylate cyclase 6,112,12,0.09606,5.312,0.1952,0.5438,,,,,,,,,,,
ARRB1,"arrestin, beta 1",408,11,0.1067,4.293,0.1952,0.5438,,,,,,,,,,,
INSL3,insulin like 3,3640,19,0.2045,-3.588,0.1952,0.5438,,,,,,,,,,,
TMOD4,tropomodulin 4,29765,1,0.1886,-2.275,0.1953,0.5439,,,,,,,,,,,
TMSB15B,thymosin beta 15B,286527,X,0.2507,-2.596,0.1956,0.5442,,,,,,,,,,,
ZNF319,zinc finger protein 319,57567,16,0.02833,1.867,0.1956,0.5442,,,,,,,,,,,
FABP9,fatty acid binding protein 9,646480,8,0.01055,-6.222,0.1957,0.5444,,,,,,,,,,,
ZDHHC22,zinc finger DHHC-type containing 22,283576,14,0.09531,-5.818,0.1959,0.5447,,,,,,,,,,,
CCDC96,coiled-coil domain containing 96,257236,4,0.06056,-1.301,0.196,0.5448,,,,,,,,,,,
FAM47C,family with sequence similarity 47 member C,442444,X,0.339,-2.758,0.196,0.545,,,,,,,,,,,
UQCRC2,ubiquinol-cytochrome c reductase core protein II,7385,16,0.1036,7.452,0.1961,0.545,,,,,,,,,,,
USP18,ubiquitin specific peptidase 18,11274,22,0.1481,3.265,0.1961,0.5451,,,,,,,,,,,
ALOXE3,arachidonate lipoxygenase 3,59344,17,0.3428,-0.9579,0.1963,0.5453,,,,,,,,,,,
MSH5-SAPCD1,MSH5-SAPCD1 readthrough (NMD candidate),100532732,6,0.1585,-4.283,0.1963,0.5453,,,,,,,,,,,
CCDC58,coiled-coil domain containing 58,131076,3,0.1163,3.873,0.1964,0.5453,,,,,,,,,,,
SLC6A15,solute carrier family 6 member 15,55117,12,0.4502,-3.348,0.1965,0.5454,,,,,,,,,,,
SLC17A6,solute carrier family 17 member 6,57084,11,0.08273,-6.046,0.1965,0.5455,,,,,,,,,,,
ATP10B,ATPase phospholipid transporting 10B (putative),23120,5,0.4208,3.128,0.1966,0.5455,,,,,,,,,,,
NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,4711,3,0.06701,5.356,0.1966,0.5455,,,,,,,,,,,
SPTAN1,"spectrin alpha, non-erythrocytic 1",6709,9,0.08091,9.927,0.1966,0.5456,,,,,,,,,,,
TYRP1,tyrosinase-related protein 1,7306,9,0.3702,-0.7006,0.1966,0.5456,,,,,,,,,,,
ASH1L-AS1,ASH1L antisense RNA 1,645676,1,0.05895,2.24,0.1966,0.5456,,,,,,,,,,,
PCP2,Purkinje cell protein 2,126006,19,0.249,-3.358,0.1967,0.5456,,,,,,,,,,,
CDK5R1,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)",8851,17,0.1607,2.449,0.1969,0.5458,,,,,,,,,,,
OTUD6B,OTU domain containing 6B,51633,8,0.1164,4.4,0.1969,0.5458,,,,,,,,,,,
MYO16,myosin XVI,23026,13,0.3161,-0.4038,0.1972,0.5464,,,,,,,,,,,
CTBP1,C-terminal binding protein 1,1487,4,0.01269,4.986,0.1973,0.5466,,,,,,,,,,,
ARHGEF26-AS1,ARHGEF26 antisense RNA 1,100507524,3,0.05455,-5.985,0.1973,0.5466,,,,,,,,,,,
LOC100505716,uncharacterized LOC100505716,100505716,2,0.07458,-5.839,0.1974,0.5467,,,,,,,,,,,
MIR623,microRNA 623,693208,13,0.04325,-6.111,0.1975,0.5468,,,,,,,,,,,
ZNF202,zinc finger protein 202,7753,11,0.09832,3.02,0.1975,0.5469,,,,,,,,,,,
STOX1,storkhead box 1,219736,10,0.3085,2.857,0.1976,0.5469,,,,,,,,,,,
HGH1,HGH1 homolog,51236,8,0.06337,3.823,0.1976,0.5469,,,,,,,,,,,
BTN3A3,butyrophilin subfamily 3 member A3,10384,6,0.07771,5.537,0.1976,0.5469,,,,,,,,,,,
PPP1R3E,protein phosphatase 1 regulatory subunit 3E,90673,14,0.1117,-2.464,0.1976,0.5469,,,,,,,,,,,
LINC01424,long intergenic non-protein coding RNA 1424,101928689,21,0.01415,-6.16,0.1977,0.5471,,,,,,,,,,,
TMEM41A,transmembrane protein 41A,90407,3,0.09611,3.676,0.1977,0.5472,,,,,,,,,,,
GPAA1,glycosylphosphatidylinositol anchor attachment 1,8733,8,0.07986,4.567,0.1979,0.5476,,,,,,,,,,,
WDR59,WD repeat domain 59,79726,16,0.06022,5.997,0.198,0.5476,,,,,,,,,,,
OXCT1-AS1,OXCT1 antisense RNA 1,100874002,5,0.01757,-6.147,0.198,0.5476,,,,,,,,,,,
SLC7A11,solute carrier family 7 member 11,23657,4,0.2465,2.925,0.1981,0.5477,,,,,,,,,,,
AGTPBP1,ATP/GTP binding protein 1,23287,9,0.1085,5.183,0.1983,0.5479,,,,,,,,,,,
HS6ST3,heparan sulfate 6-O-sulfotransferase 3,266722,13,0.369,-1.648,0.1984,0.5479,,,,,,,,,,,
NA,NA,NA,NA,0.2081,-3.328,0.1985,0.5479,,,,,,,,,,,
ACOXL,acyl-CoA oxidase-like,55289,2,0.409,3.94,0.1986,0.5479,,,,,,,,,,,
HIPK4,homeodomain interacting protein kinase 4,147746,19,0.1632,-4.133,0.1986,0.5479,,,,,,,,,,,
ZNF653,zinc finger protein 653,115950,19,0.07943,1.557,0.1987,0.5479,,,,,,,,,,,
SRRM2-AS1,SRRM2 antisense RNA 1,100128788,16,0.009551,-6.195,0.1991,0.5487,,,,,,,,,,,
RTBDN,retbindin,83546,19,0.2289,-4.421,0.1993,0.5492,,,,,,,,,,,
CASC2,cancer susceptibility candidate 2 (non-protein coding),255082,10,0.09594,-5.744,0.1994,0.5492,,,,,,,,,,,
GOLM1,golgi membrane protein 1,51280,9,0.1539,5.162,0.1995,0.5494,,,,,,,,,,,
